"全域・集中の別030002","出生の月030007","時間軸(年次)","全国都道府県030001","男女Ｂ030005","総日本人030004","年齢各歳階級Ａ030006","VALUE"
"全域","７－９月","1980年","愛媛県","男","総人口","  0歳","2656"
"全域","７－９月","1980年","高知県","男","総人口","  0歳","1152"
"全域","７－９月","1980年","福岡県","男","総人口","  0歳","8444"
"全域","７－９月","1980年","佐賀県","男","総人口","  0歳","1736"
"全域","７－９月","1980年","長崎県","男","総人口","  0歳","2916"
"全域","７－９月","1980年","熊本県","男","総人口","  0歳","3167"
"全域","７－９月","1980年","大分県","男","総人口","  0歳","2072"
"全域","７－９月","1980年","宮崎県","男","総人口","  0歳","2170"
"全域","７－９月","1980年","鹿児島県","男","総人口","  0歳","3235"
"全域","７－９月","1980年","沖縄県","男","総人口","  0歳","2636"
"全域","１０－１２月","1980年","全国","男","総人口","  0歳","208636"
"全域","１０－１２月","1980年","全国市部","男","総人口","  0歳","160944"
"全域","１０－１２月","1980年","全国郡部","男","総人口","  0歳","47692"
"全域","１０－１２月","1980年","北海道","男","総人口","  0歳","9782"
"全域","１０－１２月","1980年","青森県","男","総人口","  0歳","2688"
"全域","１０－１２月","1980年","岩手県","男","総人口","  0歳","2436"
"全域","１０－１２月","1980年","宮城県","男","総人口","  0歳","3924"
"全域","１０－１２月","1980年","秋田県","男","総人口","  0歳","1978"
"全域","１０－１２月","1980年","山形県","男","総人口","  0歳","2069"
"全域","１０－１２月","1980年","福島県","男","総人口","  0歳","3837"
"全域","１０－１２月","1980年","茨城県","男","総人口","  0歳","4918"
"全域","１０－１２月","1980年","栃木県","男","総人口","  0歳","3399"
"全域","１０－１２月","1980年","群馬県","男","総人口","  0歳","3306"
"全域","１０－１２月","1980年","埼玉県","男","総人口","  0歳","10558"
"全域","１０－１２月","1980年","千葉県","男","総人口","  0歳","9434"
"全域","１０－１２月","1980年","東京都","男","総人口","  0歳","18304"
"全域","１０－１２月","1980年","神奈川県","男","総人口","  0歳","12861"
"全域","１０－１２月","1980年","新潟県","男","総人口","  0歳","4187"
"全域","１０－１２月","1980年","富山県","男","総人口","  0歳","1749"
"全域","１０－１２月","1980年","石川県","男","総人口","  0歳","1891"
"全域","１０－１２月","1980年","福井県","男","総人口","  0歳","1346"
"全域","１０－１２月","1980年","山梨県","男","総人口","  0歳","1352"
"全域","１０－１２月","1980年","長野県","男","総人口","  0歳","3497"
"全域","１０－１２月","1980年","岐阜県","男","総人口","  0歳","3341"
"全域","１０－１２月","1980年","静岡県","男","総人口","  0歳","6401"
"全域","１０－１２月","1980年","愛知県","男","総人口","  0歳","11523"
"全域","１０－１２月","1980年","三重県","男","総人口","  0歳","2848"
"全域","１０－１２月","1980年","滋賀県","男","総人口","  0歳","2146"
"全域","１０－１２月","1980年","京都府","男","総人口","  0歳","4313"
"全域","１０－１２月","1980年","大阪府","男","総人口","  0歳","14555"
"全域","１０－１２月","1980年","兵庫県","男","総人口","  0歳","9119"
"全域","１０－１２月","1980年","奈良県","男","総人口","  0歳","2054"
"全域","１０－１２月","1980年","和歌山県","男","総人口","  0歳","1795"
"全域","１０－１２月","1980年","鳥取県","男","総人口","  0歳","1110"
"全域","１０－１２月","1980年","島根県","男","総人口","  0歳","1323"
"全域","１０－１２月","1980年","岡山県","男","総人口","  0歳","3094"
"全域","１０－１２月","1980年","広島県","男","総人口","  0歳","4765"
"全域","１０－１２月","1980年","山口県","男","総人口","  0歳","2540"
"全域","１０－１２月","1980年","徳島県","男","総人口","  0歳","1437"
"全域","１０－１２月","1980年","香川県","男","総人口","  0歳","1736"
"全域","１０－１２月","1980年","愛媛県","男","総人口","  0歳","2563"
"全域","１０－１２月","1980年","高知県","男","総人口","  0歳","1437"
"全域","１０－１２月","1980年","福岡県","男","総人口","  0歳","8744"
"全域","１０－１２月","1980年","佐賀県","男","総人口","  0歳","1683"
"全域","１０－１２月","1980年","長崎県","男","総人口","  0歳","2930"
"全域","１０－１２月","1980年","熊本県","男","総人口","  0歳","3220"
"全域","１０－１２月","1980年","大分県","男","総人口","  0歳","2168"
"全域","１０－１２月","1980年","宮崎県","男","総人口","  0歳","2331"
"全域","１０－１２月","1980年","鹿児島県","男","総人口","  0歳","3170"
"全域","１０－１２月","1980年","沖縄県","男","総人口","  0歳","2774"
"全域","総数","1980年","全国","男","総人口","  1歳","839734"
"全域","総数","1980年","全国市部","男","総人口","  1歳","645579"
"全域","総数","1980年","全国郡部","男","総人口","  1歳","194155"
"全域","総数","1980年","北海道","男","総人口","  1歳","40575"
"全域","総数","1980年","青森県","男","総人口","  1歳","11193"
"全域","総数","1980年","岩手県","男","総人口","  1歳","10201"
"全域","総数","1980年","宮城県","男","総人口","  1歳","16183"
"全域","総数","1980年","秋田県","男","総人口","  1歳","8647"
"全域","総数","1980年","山形県","男","総人口","  1歳","8744"
"全域","総数","1980年","福島県","男","総人口","  1歳","15366"
"全域","総数","1980年","茨城県","男","総人口","  1歳","19400"
"全域","総数","1980年","栃木県","男","総人口","  1歳","13834"
"全域","総数","1980年","群馬県","男","総人口","  1歳","13676"
"全域","総数","1980年","埼玉県","男","総人口","  1歳","42301"
"全域","総数","1980年","千葉県","男","総人口","  1歳","36696"
"全域","総数","1980年","東京都","男","総人口","  1歳","71306"
"全域","総数","1980年","神奈川県","男","総人口","  1歳","51447"
"全域","総数","1980年","新潟県","男","総人口","  1歳","17353"
"全域","総数","1980年","富山県","男","総人口","  1歳","7301"
"全域","総数","1980年","石川県","男","総人口","  1歳","8063"
"全域","総数","1980年","福井県","男","総人口","  1歳","5580"
"全域","総数","1980年","山梨県","男","総人口","  1歳","5353"
"全域","総数","1980年","長野県","男","総人口","  1歳","14342"
"全域","総数","1980年","岐阜県","男","総人口","  1歳","13962"
"全域","総数","1980年","静岡県","男","総人口","  1歳","25463"
"全域","総数","1980年","愛知県","男","総人口","  1歳","46807"
"全域","総数","1980年","三重県","男","総人口","  1歳","11422"
"全域","総数","1980年","滋賀県","男","総人口","  1歳","8465"
"全域","総数","1980年","京都府","男","総人口","  1歳","17625"
"全域","総数","1980年","大阪府","男","総人口","  1歳","59541"
"全域","総数","1980年","兵庫県","男","総人口","  1歳","36863"
"全域","総数","1980年","奈良県","男","総人口","  1歳","8542"
"全域","総数","1980年","和歌山県","男","総人口","  1歳","7006"
"全域","総数","1980年","鳥取県","男","総人口","  1歳","4256"
"全域","総数","1980年","島根県","男","総人口","  1歳","5225"
"全域","総数","1980年","岡山県","男","総人口","  1歳","12928"
"全域","総数","1980年","広島県","男","総人口","  1歳","19542"
"全域","総数","1980年","山口県","男","総人口","  1歳","10584"
"全域","総数","1980年","徳島県","男","総人口","  1歳","5533"
"全域","総数","1980年","香川県","男","総人口","  1歳","6924"
"全域","総数","1980年","愛媛県","男","総人口","  1歳","10412"
"全域","総数","1980年","高知県","男","総人口","  1歳","5300"
"全域","総数","1980年","福岡県","男","総人口","  1歳","33997"
"全域","総数","1980年","佐賀県","男","総人口","  1歳","6536"
"全域","総数","1980年","長崎県","男","総人口","  1歳","12009"
"全域","総数","1980年","熊本県","男","総人口","  1歳","12685"
"全域","総数","1980年","大分県","男","総人口","  1歳","8716"
"全域","総数","1980年","宮崎県","男","総人口","  1歳","8972"
